year,district,farmer_id,crop,area_hectares,rainfall_mm,production_tons,crop_value_rs,insurance_premium_rs,claim_amount_rs,loss_percent
2015,Prakasam,PRA_2015_30,Maize,3.11,857.9,7.93,134847.99,4868.37,26969.6,0.2
2015,Prakasam,PRA_2015_31,Groundnut,5.13,886.91,7.74,386955.81,8333.87,77391.16,0.2
2015,Prakasam,PRA_2015_32,Chilli,3.23,878.13,3.2,256332.12,5982.6,0.0,0.0
2015,Prakasam,PRA_2015_33,Sugarcane,6.02,780.82,289.49,1013212.33,29415.81,0.0,0.0
2015,Prakasam,PRA_2015_34,Groundnut,4.84,1102.96,10.0,500073.31,24643.13,50007.33,0.1
2015,Prakasam,PRA_2015_35,Maize,5.21,900.53,14.32,243365.26,10718.06,0.0,0.0
2015,Prakasam,PRA_2015_36,Cotton,2.13,969.21,3.06,183561.73,6788.97,0.0,0.0
2015,Prakasam,PRA_2015_37,Groundnut,6.04,633.22,6.53,326372.46,7294.72,0.0,0.0
2015,Prakasam,PRA_2015_38,Rice,6.16,1160.68,21.2,423935.57,14648.39,0.0,0.0
2015,Prakasam,PRA_2015_39,Rice,4.58,958.99,12.07,241372.81,9933.28,0.0,0.0
2015,Nellore,NEL_2015_0,Cotton,3.67,909.14,4.8,287811.49,10152.6,0.0,0.0
2015,Nellore,NEL_2015_1,Cotton,7.99,433.19,7.2,431723.56,9726.53,0.0,0.0
2015,Nellore,NEL_2015_2,Groundnut,1.15,686.28,1.24,62203.03,2011.34,24881.21,0.4
2015,Nellore,NEL_2015_3,Chilli,2.44,814.02,2.15,172193.92,6937.77,0.0,0.0
2015,Nellore,NEL_2015_4,Maize,7.99,781.86,17.61,299364.5,8426.66,29936.45,0.1
2015,Nellore,NEL_2015_5,Rice,7.63,774.36,14.47,289362.79,9655.46,57872.56,0.2
2015,Nellore,NEL_2015_6,Rice,5.42,330.02,9.1,181949.31,7991.82,0.0,0.0
2015,Nellore,NEL_2015_7,Sugarcane,5.02,868.69,285.47,999162.22,43790.13,0.0,0.0
2015,Nellore,NEL_2015_8,Groundnut,5.25,846.6,7.38,369168.4,12330.24,36916.84,0.1
2015,Nellore,NEL_2015_9,Maize,5.23,987.57,16.44,279411.29,11706.02,0.0,0.0
2015,Nellore,NEL_2015_10,Rice,1.74,784.45,3.37,67452.46,3099.99,0.0,0.0
2015,Nellore,NEL_2015_11,Groundnut,5.7,544.52,6.15,307717.4,9580.08,0.0,0.0
2015,Nellore,NEL_2015_12,Groundnut,1.1,751.59,1.28,63821.39,1887.64,0.0,0.0
2015,Nellore,NEL_2015_13,Cotton,5.23,861.72,6.3,378030.38,8016.85,75606.08,0.2
2015,Nellore,NEL_2015_14,Maize,6.43,840.38,15.88,269950.34,12083.13,0.0,0.0
2015,Nellore,NEL_2015_15,Groundnut,4.61,861.86,6.66,332784.6,15558.61,0.0,0.0
2015,Nellore,NEL_2015_16,Groundnut,6.66,1009.95,12.17,608306.66,25411.59,121661.33,0.2
2015,Nellore,NEL_2015_17,Rice,7.85,1168.08,27.26,545233.44,17133.32,109046.69,0.2
2015,Nellore,NEL_2015_18,Maize,1.97,939.44,5.76,97980.68,2296.28,0.0,0.0
2015,Nellore,NEL_2015_19,Rice,4.89,850.86,10.77,215459.95,5027.11,21545.99,0.1
2015,Nellore,NEL_2015_20,Cotton,5.82,686.27,5.24,314193.69,13446.13,0.0,0.0
2015,Nellore,NEL_2015_21,Sugarcane,2.2,638.92,92.52,323837.08,6965.11,0.0,0.0
2015,Nellore,NEL_2015_22,Maize,4.58,760.88,9.65,164127.17,5113.24,65650.87,0.4
2015,Nellore,NEL_2015_23,Rice,6.48,659.06,10.88,217569.48,5189.02,0.0,0.0
2015,Nellore,NEL_2015_24,Sugarcane,7.02,759.12,322.36,1128267.39,24381.3,112826.74,0.1
2015,Nellore,NEL_2015_25,Maize,1.03,567.52,1.99,33772.48,1502.61,0.0,0.0
2015,Nellore,NEL_2015_26,Chilli,2.52,700.79,1.81,144991.01,6627.78,0.0,0.0
2015,Nellore,NEL_2015_27,Maize,5.82,727.33,11.38,193382.79,7865.32,0.0,0.0
2015,Nellore,NEL_2015_28,Maize,4.79,474.59,9.19,156227.47,7093.83,15622.75,0.1
2015,Nellore,NEL_2015_29,Sugarcane,1.61,554.31,67.72,237005.62,8862.17,0.0,0.0
2015,Nellore,NEL_2015_30,Rice,2.87,1092.72,9.11,182227.2,9072.79,36445.44,0.2
2015,Nellore,NEL_2015_31,Chilli,5.75,600.97,4.14,330948.35,11900.13,0.0,0.0
2015,Nellore,NEL_2015_32,Groundnut,4.29,809.46,5.62,280765.64,13557.63,0.0,0.0
2015,Nellore,NEL_2015_33,Cotton,5.95,991.41,8.81,528775.98,17460.48,0.0,0.0
2015,Nellore,NEL_2015_34,Maize,6.41,438.02,12.31,209198.4,8175.82,20919.84,0.1
2015,Nellore,NEL_2015_35,Chilli,6.36,1096.57,8.68,694732.72,34688.87,0.0,0.0
2015,Nellore,NEL_2015_36,Chilli,3.99,689.88,2.87,229762.55,4715.72,0.0,0.0
2015,Nellore,NEL_2015_37,Cotton,6.16,1024.57,9.57,574238.08,12537.36,0.0,0.0
2015,Nellore,NEL_2015_38,Sugarcane,2.21,801.94,111.01,388547.53,16689.54,77709.51,0.2
2015,Nellore,NEL_2015_39,Groundnut,5.2,1158.3,11.48,573893.41,26431.47,0.0,0.0
2015,Kadapa,KAD_2015_0,Rice,4.01,820.24,8.35,166924.01,8140.27,0.0,0.0
2015,Kadapa,KAD_2015_1,Chilli,3.21,677.72,2.31,185038.53,7952.06,0.0,0.0
2015,Kadapa,KAD_2015_2,Rice,7.44,761.02,13.72,274313.77,13284.44,0.0,0.0
2015,Kadapa,KAD_2015_3,Sugarcane,3.43,541.01,144.07,504233.63,11726.79,0.0,0.0
2015,Kadapa,KAD_2015_4,Maize,6.72,1243.14,27.95,475221.2,19001.52,95044.24,0.2
2015,Kadapa,KAD_2015_5,Rice,3.32,834.28,7.09,141888.77,4329.04,28377.75,0.2
2015,Kadapa,KAD_2015_6,Rice,3.76,851.42,8.29,165785.77,7795.24,16578.58,0.1
2015,Kadapa,KAD_2015_7,Rice,3.87,1140.17,12.99,259832.1,10526.58,0.0,0.0
2015,Kadapa,KAD_2015_8,Maize,7.49,767.53,16.02,272320.22,12274.15,27232.02,0.1
2015,Kadapa,KAD_2015_9,Groundnut,7.25,378.87,7.83,391655.73,12415.93,78331.15,0.2
2015,Kadapa,KAD_2015_10,Cotton,1.71,398.14,1.54,92239.06,3478.83,0.0,0.0
2015,Kadapa,KAD_2015_11,Cotton,6.61,1075.06,10.97,658315.75,20694.56,0.0,0.0
2015,Kadapa,KAD_2015_12,Maize,6.45,776.65,14.06,239066.14,10001.83,0.0,0.0
2015,Kadapa,KAD_2015_13,Sugarcane,3.43,557.49,143.9,503647.52,14675.76,50364.75,0.1
2015,Kadapa,KAD_2015_14,Chilli,7.43,847.17,6.97,557739.39,26674.99,0.0,0.0
2015,Kadapa,KAD_2015_15,Rice,2.11,1111.11,6.84,136850.77,3323.57,0.0,0.0
2015,Kadapa,KAD_2015_16,Chilli,5.09,610.95,3.66,292996.09,9902.48,58599.22,0.2
2015,Kadapa,KAD_2015_17,Chilli,2.4,200.0,1.73,138515.2,3816.3,13851.52,0.1
2015,Kadapa,KAD_2015_18,Chilli,7.67,899.42,7.89,630919.71,19448.91,0.0,0.0
2015,Kadapa,KAD_2015_19,Cotton,4.22,861.14,5.07,304233.59,12218.89,30423.36,0.1
2015,Kadapa,KAD_2015_20,Sugarcane,1.18,1162.11,101.8,356317.39,15548.48,142526.96,0.4
2015,Kadapa,KAD_2015_21,Groundnut,3.05,1098.54,6.26,313016.13,6726.21,62603.23,0.2
2015,Kadapa,KAD_2015_22,Groundnut,7.24,976.91,12.59,629719.84,14204.04,0.0,0.0
2015,Kadapa,KAD_2015_23,Rice,1.19,882.85,2.76,55293.23,2105.22,0.0,0.0
2015,Kadapa,KAD_2015_24,Chilli,5.43,655.2,3.91,312737.02,12492.54,0.0,0.0
2015,Kadapa,KAD_2015_25,Groundnut,6.67,859.99,9.61,480588.45,19643.41,192235.38,0.4
2015,Kadapa,KAD_2015_26,Cotton,4.91,737.29,4.6,276082.48,8621.6,27608.25,0.1
2015,Kadapa,KAD_2015_27,Chilli,1.02,587.57,0.73,58558.82,2467.16,0.0,0.0
2015,Kadapa,KAD_2015_28,Cotton,6.48,520.21,5.83,350058.92,14850.32,0.0,0.0
2015,Kadapa,KAD_2015_29,Sugarcane,6.31,797.26,313.83,1098421.99,47346.76,109842.2,0.1
2015,Kadapa,KAD_2015_30,Maize,6.35,523.35,12.2,207331.83,9968.68,0.0,0.0
2015,Kadapa,KAD_2015_31,Chilli,1.77,1002.94,2.13,170224.04,7035.03,17022.4,0.1
2015,Kadapa,KAD_2015_32,Rice,4.7,1044.0,13.99,279843.98,13262.3,27984.4,0.1
2015,Kadapa,KAD_2015_33,Sugarcane,2.9,687.05,121.8,426313.36,8555.08,170525.34,0.4
2015,Kadapa,KAD_2015_34,Rice,7.49,1057.74,22.7,453943.07,22375.38,90788.61,0.2
2015,Kadapa,KAD_2015_35,Sugarcane,3.55,885.94,207.77,727198.39,25069.39,145439.68,0.2
2015,Kadapa,KAD_2015_36,Sugarcane,7.67,773.33,363.01,1270517.67,49712.12,0.0,0.0
2015,Kadapa,KAD_2015_37,Sugarcane,6.35,986.42,435.98,1525913.87,43198.54,0.0,0.0
2015,Kadapa,KAD_2015_38,Chilli,5.27,458.58,3.79,303401.76,7300.53,30340.18,0.1
2015,Kadapa,KAD_2015_39,Chilli,1.71,995.06,2.04,163465.21,6575.36,32693.04,0.2
2015,Chittoor,CHI_2015_0,Cotton,2.23,772.88,2.26,135638.97,5506.22,0.0,0.0
2015,Chittoor,CHI_2015_1,Chilli,3.98,766.03,3.18,254653.14,7245.64,0.0,0.0
2015,Chittoor,CHI_2015_2,Rice,5.73,762.5,10.6,211981.71,9572.35,0.0,0.0
2015,Chittoor,CHI_2015_3,Chilli,7.63,804.08,6.59,527596.2,16755.98,0.0,0.0
2015,Chittoor,CHI_2015_4,Sugarcane,6.24,805.67,315.66,1104825.08,35635.75,220965.02,0.2
2015,Chittoor,CHI_2015_5,Chilli,5.31,1062.42,6.94,555113.95,16800.89,0.0,0.0
2015,Chittoor,CHI_2015_6,Cotton,5.4,815.25,5.96,357433.42,17408.98,35743.34,0.1
2015,Chittoor,CHI_2015_7,Rice,6.54,722.03,11.04,220851.13,6317.77,22085.11,0.1
2015,Chittoor,CHI_2015_8,Maize,7.8,795.41,17.67,300385.04,7348.48,60077.01,0.2
2015,Chittoor,CHI_2015_9,Maize,3.18,825.15,7.64,129936.78,4167.06,0.0,0.0
2015,Chittoor,CHI_2015_10,Groundnut,7.31,899.76,11.28,563931.5,11586.38,112786.3,0.2
2015,Chittoor,CHI_2015_11,Cotton,1.56,697.45,1.41,84410.36,2493.86,8441.04,0.1
2015,Chittoor,CHI_2015_12,Chilli,5.42,706.95,3.9,312125.78,10971.7,0.0,0.0
2015,Chittoor,CHI_2015_13,Maize,7.6,750.58,15.66,266251.76,8882.4,0.0,0.0
2015,Chittoor,CHI_2015_14,Chilli,1.93,722.88,1.4,111812.33,4561.82,0.0,0.0
2015,Chittoor,CHI_2015_15,Sugarcane,1.35,734.78,58.54,204881.77,4831.06,0.0,0.0
2015,Chittoor,CHI_2015_16,Groundnut,1.52,970.97,2.62,131199.61,5782.15,26239.92,0.2
2015,Chittoor,CHI_2015_17,Groundnut,6.91,1014.07,12.69,634531.58,19270.49,0.0,0.0
2015,Chittoor,CHI_2015_18,Groundnut,5.17,907.36,8.07,403597.63,12161.22,80719.53,0.2
2015,Chittoor,CHI_2015_19,Chilli,2.08,763.74,1.65,131996.48,5172.25,0.0,0.0
2015,Chittoor,CHI_2015_20,Groundnut,4.68,718.04,5.06,252879.11,10007.55,0.0,0.0
2015,Chittoor,CHI_2015_21,Sugarcane,7.91,768.77,370.96,1298373.43,46641.37,0.0,0.0
2015,Chittoor,CHI_2015_22,Chilli,2.22,656.15,1.6,127998.45,3663.14,0.0,0.0
2015,Chittoor,CHI_2015_23,Cotton,5.68,959.7,8.03,481546.24,20403.91,48154.62,0.1
2015,Chittoor,CHI_2015_24,Maize,3.38,1049.83,11.58,196925.33,8481.71,0.0,0.0
2015,Chittoor,CHI_2015_25,Maize,5.7,548.52,10.94,185929.66,9110.22,18592.97,0.1
2015,Chittoor,CHI_2015_26,Cotton,1.27,852.72,1.5,89967.69,2752.46,0.0,0.0
2015,Chittoor,CHI_2015_27,Maize,4.52,797.84,10.29,174896.76,5988.54,0.0,0.0
2015,Chittoor,CHI_2015_28,Cotton,5.98,937.0,8.17,489938.28,14529.08,0.0,0.0
2015,Chittoor,CHI_2015_29,Groundnut,6.7,449.33,7.23,361686.55,17671.32,36168.66,0.1
2015,Chittoor,CHI_2015_30,Sugarcane,3.09,864.39,174.61,611147.95,21571.38,61114.79,0.1
2015,Chittoor,CHI_2015_31,Chilli,4.45,613.22,3.2,256324.37,12233.08,0.0,0.0
2015,Chittoor,CHI_2015_32,Chilli,2.2,690.05,1.58,126639.86,4620.56,0.0,0.0
2015,Chittoor,CHI_2015_33,Groundnut,3.97,826.58,5.37,268623.61,7372.18,0.0,0.0
2015,Chittoor,CHI_2015_34,Cotton,2.64,1001.67,3.97,238453.31,10433.99,47690.66,0.2
2015,Chittoor,CHI_2015_35,Groundnut,7.87,716.0,8.5,424957.09,12320.32,0.0,0.0
2015,Chittoor,CHI_2015_36,Rice,4.93,921.74,12.26,245256.32,8979.84,98102.53,0.4
2015,Chittoor,CHI_2015_37,Rice,3.07,698.77,5.15,103014.65,2278.38,0.0,0.0
2015,Chittoor,CHI_2015_38,Cotton,2.86,813.82,3.15,189068.59,6739.99,0.0,0.0
2015,Chittoor,CHI_2015_39,Sugarcane,1.49,661.19,62.5,218733.06,8111.85,0.0,0.0
2015,Vizianagaram,VIZ_2015_0,Chilli,7.02,899.77,7.22,577712.76,20224.39,0.0,0.0
2015,Vizianagaram,VIZ_2015_1,Chilli,6.44,955.08,7.23,578262.67,26101.16,0.0,0.0
2015,Vizianagaram,VIZ_2015_2,Sugarcane,2.79,858.6,155.85,545464.0,20289.74,109092.8,0.2
2015,Vizianagaram,VIZ_2015_3,Chilli,7.69,793.75,6.51,520816.84,10622.16,104163.37,0.2
2015,Vizianagaram,VIZ_2015_4,Sugarcane,7.24,870.77,413.45,1447079.23,57048.85,0.0,0.0
2015,Vizianagaram,VIZ_2015_5,Maize,6.81,384.89,13.07,222141.3,7551.68,0.0,0.0
2015,Vizianagaram,VIZ_2015_6,Maize,2.62,1198.79,10.75,182716.75,4123.12,36543.35,0.2
2015,Vizianagaram,VIZ_2015_7,Cotton,4.31,831.55,4.9,294281.76,11793.81,117712.7,0.4
2015,Vizianagaram,VIZ_2015_8,Rice,6.54,723.71,11.09,221809.74,10323.89,0.0,0.0
2015,Vizianagaram,VIZ_2015_9,Chilli,4.75,629.92,3.42,273841.53,12450.05,109536.61,0.4
2015,Vizianagaram,VIZ_2015_10,Cotton,5.57,505.77,5.01,300597.41,11091.86,30059.74,0.1
2015,Vizianagaram,VIZ_2015_11,Chilli,4.58,935.48,4.99,399348.14,18439.89,0.0,0.0
2015,Vizianagaram,VIZ_2015_12,Maize,7.72,1020.69,25.42,432181.5,9322.18,0.0,0.0
2015,Vizianagaram,VIZ_2015_13,Cotton,2.7,723.17,2.45,147033.08,6193.67,29406.62,0.2
2015,Vizianagaram,VIZ_2015_14,Chilli,6.66,873.59,6.55,523883.47,20432.32,0.0,0.0
2015,Vizianagaram,VIZ_2015_15,Cotton,3.98,972.98,5.74,344130.09,9270.52,34413.01,0.1
2015,Vizianagaram,VIZ_2015_16,Groundnut,5.45,519.0,5.89,294358.16,8209.98,29435.82,0.1
2015,Vizianagaram,VIZ_2015_17,Maize,2.21,884.19,5.91,100526.2,2833.13,0.0,0.0
2015,Vizianagaram,VIZ_2015_18,Groundnut,4.68,849.29,6.61,330619.04,8311.74,33061.9,0.1
2015,Vizianagaram,VIZ_2015_19,Cotton,1.59,782.69,1.64,98557.69,2207.27,19711.54,0.2
2015,Vizianagaram,VIZ_2015_20,Maize,5.41,625.29,10.4,176724.26,3878.39,17672.43,0.1
2015,Vizianagaram,VIZ_2015_21,Sugarcane,5.5,840.9,297.42,1040981.23,21648.65,0.0,0.0
2015,Vizianagaram,VIZ_2015_22,Sugarcane,5.55,1173.78,484.67,1696360.43,81945.51,339272.09,0.2
2015,Vizianagaram,VIZ_2015_23,Rice,4.33,1169.23,15.05,300903.37,9806.66,60180.67,0.2
2015,Vizianagaram,VIZ_2015_24,Sugarcane,2.68,1129.31,222.16,777574.35,31911.57,0.0,0.0
2015,Vizianagaram,VIZ_2015_25,Groundnut,1.3,454.0,1.4,69969.03,2044.19,13993.81,0.2
2015,Vizianagaram,VIZ_2015_26,Cotton,6.69,931.72,9.06,543438.33,26408.96,0.0,0.0
2015,Vizianagaram,VIZ_2015_27,Cotton,1.17,677.24,1.06,63447.28,2262.85,6344.73,0.1
2015,Vizianagaram,VIZ_2015_28,Chilli,2.74,818.66,2.44,194806.52,5750.78,19480.65,0.1
2015,Vizianagaram,VIZ_2015_29,Rice,5.17,671.41,8.69,173705.11,7884.66,0.0,0.0
2015,Vizianagaram,VIZ_2015_30,Cotton,4.37,864.92,5.29,317165.25,7721.34,0.0,0.0
2015,Vizianagaram,VIZ_2015_31,Sugarcane,1.16,913.81,71.49,250224.75,8631.91,0.0,0.0
2015,Vizianagaram,VIZ_2015_32,Groundnut,6.36,819.27,8.49,424535.62,19731.72,0.0,0.0
2015,Vizianagaram,VIZ_2015_33,Groundnut,7.92,841.61,11.03,551645.24,21685.7,0.0,0.0
2015,Vizianagaram,VIZ_2015_34,Chilli,4.28,751.39,3.31,264790.89,7666.53,105916.36,0.4
2015,Vizianagaram,VIZ_2015_35,Rice,1.27,690.79,2.13,42610.64,1404.53,0.0,0.0
2015,Vizianagaram,VIZ_2015_36,Groundnut,3.01,781.21,3.72,185986.66,8204.2,0.0,0.0
2015,Vizianagaram,VIZ_2015_37,Cotton,3.84,972.51,5.53,331691.78,6946.68,0.0,0.0
2015,Vizianagaram,VIZ_2015_38,Chilli,1.75,498.54,1.26,100840.17,3978.07,0.0,0.0
2015,Vizianagaram,VIZ_2015_39,Chilli,2.27,1006.46,2.75,219771.99,9987.53,0.0,0.0
2015,Srikakulam,SRI_2015_0,Chilli,6.73,558.48,4.85,387822.49,10822.52,155128.99,0.4
2015,Srikakulam,SRI_2015_1,Chilli,1.4,829.2,1.27,101433.73,3702.48,0.0,0.0
2015,Srikakulam,SRI_2015_2,Sugarcane,3.54,754.43,160.74,562583.2,18320.46,56258.32,0.1
2015,Srikakulam,SRI_2015_3,Sugarcane,5.23,936.54,333.18,1166125.03,23711.57,0.0,0.0
2015,Srikakulam,SRI_2015_4,Groundnut,2.85,773.92,3.48,173838.88,4808.76,0.0,0.0
2015,Srikakulam,SRI_2015_5,Sugarcane,6.29,715.1,264.22,924773.97,40659.34,0.0,0.0
2015,Srikakulam,SRI_2015_6,Groundnut,1.26,336.02,1.36,68126.77,3070.92,6812.68,0.1
2015,Srikakulam,SRI_2015_7,Maize,7.91,690.58,15.19,258185.21,11132.75,25818.52,0.1
2015,Srikakulam,SRI_2015_8,Cotton,3.43,672.89,3.09,185138.31,4275.62,74055.33,0.4
2015,Srikakulam,SRI_2015_9,Groundnut,4.25,1122.62,9.0,449964.18,11572.95,0.0,0.0
2015,Srikakulam,SRI_2015_10,Chilli,2.89,717.54,2.08,166403.07,7150.62,0.0,0.0
2015,Srikakulam,SRI_2015_11,Cotton,1.08,797.03,1.16,69312.78,2346.86,0.0,0.0
2015,Srikakulam,SRI_2015_12,Groundnut,2.67,1006.24,4.84,242045.57,9472.53,0.0,0.0
2015,Srikakulam,SRI_2015_13,Rice,4.78,993.81,13.27,265453.97,11560.37,0.0,0.0
2015,Srikakulam,SRI_2015_14,Rice,2.71,684.87,4.56,91138.87,2022.74,0.0,0.0
2015,Srikakulam,SRI_2015_15,Rice,3.31,528.78,5.57,111369.66,4002.67,0.0,0.0
2015,Srikakulam,SRI_2015_16,Rice,3.0,763.91,5.56,111173.32,4618.66,0.0,0.0
2015,Srikakulam,SRI_2015_17,Cotton,5.36,1030.48,8.39,503359.53,19100.37,100671.91,0.2
2015,Srikakulam,SRI_2015_18,Maize,6.6,756.13,13.76,233996.84,5999.38,0.0,0.0
2015,Srikakulam,SRI_2015_19,Chilli,6.14,362.68,4.42,353507.58,17070.69,0.0,0.0
2015,Srikakulam,SRI_2015_20,Rice,7.89,738.6,13.84,276810.58,7418.5,0.0,0.0
2015,Srikakulam,SRI_2015_21,Groundnut,7.19,1019.89,13.31,665642.95,19144.52,0.0,0.0
2015,Srikakulam,SRI_2015_22,Chilli,7.13,1133.66,10.19,815516.82,31365.48,0.0,0.0
2015,Srikakulam,SRI_2015_23,Sugarcane,1.04,582.55,43.82,153355.96,7411.43,0.0,0.0
2015,Srikakulam,SRI_2015_24,Maize,1.22,842.28,3.02,51412.67,1123.68,0.0,0.0
2015,Srikakulam,SRI_2015_25,Sugarcane,1.79,618.77,75.23,263321.28,7787.63,0.0,0.0
2015,Srikakulam,SRI_2015_26,Chilli,6.86,828.36,6.21,496753.8,15810.8,0.0,0.0
2015,Srikakulam,SRI_2015_27,Chilli,1.42,1157.24,2.09,166962.96,3651.03,16696.3,0.1
2015,Srikakulam,SRI_2015_28,Cotton,5.48,495.73,4.94,296114.35,7670.14,0.0,0.0
2015,Srikakulam,SRI_2015_29,Rice,2.75,1134.31,9.18,183621.8,4408.93,0.0,0.0
2015,Srikakulam,SRI_2015_30,Cotton,7.84,750.69,7.57,454088.71,11193.47,0.0,0.0
2015,Srikakulam,SRI_2015_31,Maize,5.09,853.44,12.89,219073.27,7559.49,21907.33,0.1
2015,Srikakulam,SRI_2015_32,Groundnut,2.96,1061.53,5.8,290060.73,13837.9,116024.29,0.4
2015,Srikakulam,SRI_2015_33,Chilli,4.05,883.99,4.06,324530.01,14192.92,0.0,0.0
2015,Srikakulam,SRI_2015_34,Cotton,6.96,401.64,6.26,375727.35,11332.67,37572.74,0.1
2015,Srikakulam,SRI_2015_35,Rice,7.4,915.13,18.2,364092.31,12429.65,36409.23,0.1
2015,Srikakulam,SRI_2015_36,Sugarcane,6.05,601.29,254.23,889793.58,23524.59,0.0,0.0
2015,Srikakulam,SRI_2015_37,Rice,7.05,655.73,11.85,236974.15,6312.59,0.0,0.0
2015,Srikakulam,SRI_2015_38,Sugarcane,3.83,804.04,192.81,674828.33,16886.6,0.0,0.0
2015,Srikakulam,SRI_2015_39,Rice,1.29,1307.1,4.69,93890.48,2367.07,0.0,0.0
2016,Guntur,GUN_2016_0,Groundnut,5.11,1085.99,10.32,516039.34,20043.11,0.0,0.0
2016,Guntur,GUN_2016_1,Cotton,4.49,786.16,4.68,280824.7,6177.13,0.0,0.0
2016,Guntur,GUN_2016_2,Cotton,4.71,492.4,4.24,254531.57,9354.55,50906.31,0.2
2016,Guntur,GUN_2016_3,Groundnut,6.13,770.94,7.42,370883.04,16982.12,37088.3,0.1
2016,Guntur,GUN_2016_4,Cotton,4.21,320.31,3.79,227473.65,8781.93,0.0,0.0
2016,Guntur,GUN_2016_5,Rice,6.11,631.76,10.26,205206.96,4425.72,0.0,0.0
2016,Guntur,GUN_2016_6,Maize,2.81,541.81,5.39,91573.18,2719.56,9157.32,0.1
2016,Guntur,GUN_2016_7,Rice,6.6,833.61,14.1,281944.31,12059.68,0.0,0.0
2016,Guntur,GUN_2016_8,Cotton,2.88,1009.07,4.37,262143.97,5419.54,0.0,0.0
2016,Guntur,GUN_2016_9,Sugarcane,3.6,780.89,173.1,605838.3,16096.27,0.0,0.0
2016,Guntur,GUN_2016_10,Chilli,4.33,972.9,5.0,399635.52,18562.8,0.0,0.0
2016,Guntur,GUN_2016_11,Chilli,1.41,695.73,1.01,80975.3,3298.91,8097.53,0.1
2016,Guntur,GUN_2016_12,Sugarcane,2.22,815.28,114.51,400785.54,11249.97,0.0,0.0
2016,Guntur,GUN_2016_13,Groundnut,3.22,747.56,3.71,185283.5,9118.61,18528.35,0.1
2016,Guntur,GUN_2016_14,Chilli,5.37,640.46,3.87,309256.32,13740.37,30925.63,0.1
2016,Guntur,GUN_2016_15,Groundnut,4.45,661.29,4.81,240347.72,7830.34,48069.54,0.2
2016,Guntur,GUN_2016_16,Rice,7.0,1008.94,19.85,397029.3,10712.85,0.0,0.0
2016,Guntur,GUN_2016_17,Groundnut,7.78,322.21,8.4,420124.69,14809.66,0.0,0.0
2016,Guntur,GUN_2016_18,Maize,3.87,621.28,7.44,126446.34,2688.04,12644.63,0.1
2016,Guntur,GUN_2016_19,Chilli,2.42,1155.95,3.56,284577.43,6465.65,0.0,0.0
2016,Guntur,GUN_2016_20,Sugarcane,2.14,993.55,148.75,520609.67,14515.86,104121.93,0.2
2016,Guntur,GUN_2016_21,Rice,6.96,923.39,17.36,347121.95,9956.38,34712.2,0.1
2016,Guntur,GUN_2016_22,Sugarcane,3.57,590.88,149.96,524863.27,12794.91,104972.65,0.2
2016,Guntur,GUN_2016_23,Rice,1.03,956.23,2.7,54007.48,1556.89,0.0,0.0
2016,Guntur,GUN_2016_24,Sugarcane,5.43,830.19,287.65,1006759.83,42641.68,201351.97,0.2
2016,Guntur,GUN_2016_25,Cotton,2.77,924.0,3.7,221893.76,4575.84,0.0,0.0
2016,Guntur,GUN_2016_26,Maize,2.33,322.0,4.48,76126.48,3130.2,15225.3,0.2
2016,Guntur,GUN_2016_27,Cotton,5.5,1024.27,8.54,512458.95,15597.85,0.0,0.0
2016,Guntur,GUN_2016_28,Maize,5.71,680.18,10.97,186516.81,4244.29,0.0,0.0
2016,Guntur,GUN_2016_29,Chilli,4.3,961.72,4.88,390556.44,16627.89,39055.64,0.1
2016,Guntur,GUN_2016_30,Maize,4.64,875.98,12.21,207631.96,6332.53,0.0,0.0
2016,Guntur,GUN_2016_31,Cotton,5.17,407.84,4.65,278938.75,5650.9,0.0,0.0
2016,Guntur,GUN_2016_32,Maize,5.71,767.26,12.19,207285.43,6281.16,0.0,0.0
2016,Guntur,GUN_2016_33,Rice,6.8,282.6,11.43,228584.83,8411.94,0.0,0.0
2016,Guntur,GUN_2016_34,Sugarcane,4.62,419.11,193.97,678890.84,15661.12,67889.08,0.1
2016,Guntur,GUN_2016_35,Cotton,3.37,755.44,3.29,197196.7,8242.14,19719.67,0.1
2016,Guntur,GUN_2016_36,Sugarcane,3.04,939.43,194.62,681161.41,18608.55,68116.14,0.1
2016,Guntur,GUN_2016_37,Chilli,5.72,586.81,4.12,329689.27,13795.27,0.0,0.0
2016,Guntur,GUN_2016_38,Sugarcane,5.2,741.47,229.64,803745.01,26037.65,160749.0,0.2
2016,Guntur,GUN_2016_39,Cotton,6.96,750.64,6.72,402998.2,19269.68,0.0,0.0
2016,Krishna,KRI_2016_0,Chilli,5.05,1080.3,6.75,540157.83,14414.3,0.0,0.0
2016,Krishna,KRI_2016_1,Sugarcane,4.34,885.76,254.03,889088.93,23401.71,0.0,0.0
2016,Krishna,KRI_2016_2,Rice,5.67,774.63,10.77,215398.93,7608.7,43079.79,0.2
2016,Krishna,KRI_2016_3,Maize,7.9,1102.61,28.98,492699.94,10312.1,49269.99,0.1
2016,Krishna,KRI_2016_4,Sugarcane,7.39,608.25,310.58,1087034.87,34124.76,108703.49,0.1
2016,Krishna,KRI_2016_5,Rice,3.5,419.42,5.88,117684.56,2856.25,0.0,0.0
2016,Krishna,KRI_2016_6,Chilli,2.43,458.5,1.75,139724.49,6662.11,0.0,0.0
